session_num;query_num;click_item;rec_list;purchase
161;27506;7104;1045,33034,23554,18066,18067,4267,88729,5723,190241,19484,14082,14094,7104,7103,69290; 0
162;165;8328;682,60135,8328,8329,1049,8602,49920,1189,31469,8940,72958,10299,22897,10713,86161,33914,34952,35404,6088,13696; 0
162;26695;8329;682,60135,8328,8329,1049,8602,49920,1189,31469,8940,72958,10299,22897,10713,86161,33914,34952,35404,6088,13696; 0
162;26818;49920;682,60135,8328,8329,1049,8602,49920,1189,31469,8940,72958,10299,22897,10713,86161,33914,34952,35404,6088,13696; 0
162;27017;8328;682,60135,8328,8329,1049,8602,49920,1189,31469,8940,72958,10299,22897,10713,86161,33914,34952,35404,6088,13696; 0
162;27045;8329;682,60135,8328,8329,1049,8602,49920,1189,31469,8940,72958,10299,22897,10713,86161,33914,34952,35404,6088,13696; 0
162;27088;34952;682,60135,8328,8329,1049,8602,49920,1189,31469,8940,72958,10299,22897,10713,86161,33914,34952,35404,6088,13696; 0
162;27145;10713;682,60135,8328,8329,1049,8602,49920,1189,31469,8940,72958,10299,22897,10713,86161,33914,34952,35404,6088,13696; 0
162;27266;34952;682,60135,8328,8329,1049,8602,49920,1189,31469,8940,72958,10299,22897,10713,86161,33914,34952,35404,6088,13696; 0
163;166;9550;80584,30459,21350,31549,1708,1780,1957,9539,40834,9550,83972,62496,62498,9818,84856,42568,54421,58736,5325,89929; 0
163;26980;9550;80584,30459,21350,31549,1708,1780,1957,9539,40834,9550,83972,62496,62498,9818,84856,42568,54421,58736,5325,89929; 0
163;27086;62496;80584,30459,21350,31549,1708,1780,1957,9539,40834,9550,83972,62496,62498,9818,84856,42568,54421,58736,5325,89929; 0
163;27162;83972;80584,30459,21350,31549,1708,1780,1957,9539,40834,9550,83972,62496,62498,9818,84856,42568,54421,58736,5325,89929; 0
163;27186;83972;80584,30459,21350,31549,1708,1780,1957,9539,40834,9550,83972,62496,62498,9818,84856,42568,54421,58736,5325,89929; 0
163;27221;83972;80584,30459,21350,31549,1708,1780,1957,9539,40834,9550,83972,62496,62498,9818,84856,42568,54421,58736,5325,89929; 0
163;27235;40834;80584,30459,21350,31549,1708,1780,1957,9539,40834,9550,83972,62496,62498,9818,84856,42568,54421,58736,5325,89929; 0
164;27001;169217;81248,707,51125,9338,40986,73382,9667,2717,32902,22900,54901,3384,43624,120857,11591,4328,177022,169217,35366,128471; 0
165;168;12697;1287,32775,2871,32778,33034,53307,33037,74984,3546,3617,11300,34797,12697,12857,89710,68387,6697,47512,69387,14784; 0
165;514361;68161;49510,162942,903,8383,8390,82584,39353,8710,1280,1281,50154,8715,1287,32775,42121,32778,33034,53307,33037,3122,74984,42774,42775,10787,81952,75485,71857,102045,23123,3546,10965,54181,54182,3616,3617,125321,3680,65211,75971,54320,23296,33627,11135,43546,43548,155727,76046,54395,11200,11300,3902,11451,76778,76780,11928,81968,34797,88665,4761,4860,4861,4863,12397,45911,4989,67955,78803,5142,5143,12697,5155,175335,18959,57347,24482,68144,268738,46504,68147,46508,261677,89555,57360,68161,68297,79106,133250,24552,12857,89710,12862,5295,68303,162348,35308,89719,79117,189804,5321,5320,130833,5332,135796,5334,12892,24580,173204,24579,12893,24598,46709,24610,24611,12948,29187,12949,406448,397303,57545,125940,79155,19100,5411,68387,24703,57623,5601,206168,925,158861,46954,13360,13503,13504,35915,36554,14194,36515,36514,6697,36551,136302,69042,6999,19057,90602,14586,90622,14622,36956,14626,90624,126558,7095,7117,126926,126615,14767,47729,14763,80131,58526,14760,208995,20291,7252,80135,80129,7248,69390,69392,136541,131521,58528,58529,80133,14766,7250,58532,181795,7255,7258,14775,7270,47743,14784,7271,136552,25756,14789,7276,20316,47750,69403,47751,58615,129045,47794,7354; 0
165;723592;12697;49510,162942,903,8383,8390,82584,39353,8710,1280,1281,50154,8715,1287,32775,42121,32778,33034,53307,33037,3122,74984,42774,42775,10787,81952,75485,71857,102045,23123,3546,10965,54181,54182,3616,3617,125321,3680,65211,75971,54320,23296,33627,11135,43546,43548,155727,76046,54395,11200,11300,3902,11451,76778,76780,11928,81968,34797,88665,4761,4860,4861,4863,12397,45911,4989,67955,78803,5142,5143,12697,5155,175335,18959,57347,24482,68144,268738,46504,68147,46508,261677,89555,57360,68161,68297,79106,133250,24552,12857,89710,12862,5295,68303,162348,35308,89719,79117,189804,5321,5320,130833,5332,135796,5334,12892,24580,173204,24579,12893,24598,46709,24610,24611,12948,29187,12949,406448,397303,57545,125940,79155,19100,5411,68387,24703,57623,5601,206168,925,158861,46954,13360,13503,13504,35915,36554,14194,36515,36514,6697,36551,136302,69042,6999,19057,90602,14586,90622,14622,36956,14626,90624,126558,7095,7117,126926,126615,14767,47729,14763,80131,58526,14760,208995,20291,7252,80135,80129,7248,69390,69392,136541,131521,58528,58529,80133,14766,7250,58532,181795,7255,7258,14775,7270,47743,14784,7271,136552,25756,14789,7276,20316,47750,69403,47751,58615,129045,47794,7354; 0
166;169;378729;903,8383,16928,42364,168940,130663,258558,78355,68398,35534,181526,14247,375630,171470,20461,379475,374874,375539,378729,376976; 0
167;170;41580;15126,7859,30696,837,16000,31574,41580,32486,6447,80226,36990,36992,69502,47853,58736,34771,175659,25209,177376,25700; 0
168;171;36266;9620,74249,64555,10810,65708,3396,782,78740,5582,13804,36266,6533,20317; 0
169;172;6074;74191,10865,11019,11103,11344,56084,34668,24387,46253,5351,6033,6032,35980,6074,13721,47310,36382,14261,90454,7132; 0
169;26968;90454;74191,10865,11019,11103,11344,56084,34668,24387,46253,5351,6033,6032,35980,6074,13721,47310,36382,14261,90454,7132; 0
170;409;40988;8978,50644,72281,51519,31998,32122,40988,5450,13667,36151,13762,69060,90419,14244; 0
171;174;56241;58767,49112,770,31801,32075,52306,2708,22888,90805,33836,88381,56241,56514,12345,387045,35507,79407,126314,25406,6794; 0
171;16123;56514;58767,49112,770,31801,32075,52306,2708,22888,90805,33836,88381,56241,56514,12345,387045,35507,79407,126314,25406,6794; 0
172;175;10858;71,30839,81819,38658,180480,200787,145552,9515,32253,10691,10858,33404,54281,128093,4723,35109,5132,13126,68703,36602; 0
172;16124;10691;71,30839,81819,38658,180480,200787,145552,9515,32253,10691,10858,33404,54281,128093,4723,35109,5132,13126,68703,36602; 0
172;16286;36602;58837,30616,707,30860,81819,51125,9338,51370,40986,2717,32902,22900,29355,3384,10858,3476,35366,194221,24893,36602; 0
172;16360;36602;71,30839,81819,38658,180480,200787,145552,9515,32253,10691,10858,33404,54281,128093,4723,35109,5132,13126,68703,36602; 0
173;176;104616;111514,168436,200817,95382,145760,301218,17435,75255,102597,44178,104616,148962,377459,156650,125614,133045,56537,149578,299230; 0
174;177;35885;200628,8020,51250,10202,35885,54018,54281,77839,4787,88855,45852,5132,46840,57654,24881,19597,6251,36271,6554,160938; 0
175;178;380235;50154,39360,33034,150365,135911,181750,90622,14614,36956,126558,7095,80045,7258,129058,376852,378108,374959,380235,378238; 0
175;45956;7095;50154,39360,33034,150365,135911,181750,90622,14614,36956,126558,7095,80045,7258,129058,376852,378108,374959,380235,378238; 0
175;46339;380235;50154,39360,33034,150365,135911,181750,90622,14614,36956,126558,7095,80045,7258,129058,376852,378108,374959,380235,378238; 0
177;180;4076;37311,37716,39687,97967,63078,402176,158108,19732,14912,10989,4076,23761,170781,442601,12254,35786,68979,36461,14291,235028; 0
178;181;13931;57465,13326,5892,6080,79526,36083,13748,13931,47296,6526,14118,69098,90479,6848,14446,126566,7345,25875,176018; 0
178;46553;13931;57465,13326,5892,6080,79526,36083,13748,13931,47296,6526,14118,69098,90479,6848,14446,126566,7345,25875,176018; 0
179;182;31233;212,129298,731,31233,353155,9345,32157,41244,41634,60569,174909,12313,12448,78403,24416,18933,36181,136228,90350,90707; 1
181;184;7726;80428,48040,69806,30165,7726,70667,8404,112758,96204,9308,83994,32226,10317,33050,88079,5301,44977,45326,13030,6376; 0
182;185;3655;8623,8737,9617,2391,32957,53742,3715,3717,4016,87643,14573,11098,3655,11746,12136,12135,13607,13684,79701,6432; 0
183;186;4603;20669,48369,382,21276,1136,9707,32166,3057,3113,33676,4603,3456,34081,24044,125748,5352,35987,47135,47143,136513; 0
183;100888;4926;30087,30261,59236,48347,15250,20754,287,7741,37563,173853,180327,15277,363,59438,378,37698,7834,7917,7923,48686,92548,30592,8091,59863,30642,8125,15574,30709,49145,8213,837,31005,82312,82392,1193,94841,1237,1285,82807,39659,31395,1405,82823,1406,8846,72139,16191,26815,138081,31420,1464,26833,26865,127153,21738,8970,8985,83057,31502,39893,112718,72286,31511,61607,96266,1595,1596,9208,1736,9271,31756,127269,9372,2041,2053,32000,40949,84335,32238,115230,2279,2373,84477,63109,9950,163386,2597,134780,2756,32706,2788,22699,2973,100693,17353,74955,3156,10569,125167,3162,42586,85723,132494,33093,10682,3282,33207,85977,75342,17591,53939,33484,65008,10988,11119,76077,17890,54421,76082,11338,86992,54759,33890,34026,11672,34218,11810,4335,12244,56375,5348,123739,79549,14834,31004,52205,86318,65023,3634,65176,11114,135134,23286,65223,3757,33771,3967,44203,11491,120665,11695,87815,165758,11818,3440,156842,18568,77768,132974,12159,156931,34771,4759,34824,12303,78270,128197,4926,46254,287044,46539,13044,127169,89863,158485,89888,5659,5805,57746,19368,35810,35891,68628,3719,6071,13621,6118,6117,79567,13661,25075,19596,6188,68769,6207,13713,68882,14016,20005,36686; 0
183;504013;14743;37125,41,37130,45,30104,80547,26048,30211,108394,350,7829,30380,59660,521,59792,8079,30657,8159,30739,15600,30761,70899,81645,735,30817,801,30860,30863,8303,38793,60637,60638,49804,94509,71673,1179,8646,8647,1189,21474,71845,31329,31367,39564,8825,82965,31468,39886,9030,9071,9100,9137,83445,27024,9277,16448,1826,62273,9437,9448,31950,31953,31985,2038,73169,2047,9581,124860,32085,9619,2130,2142,9679,98435,2265,84318,2274,84485,22387,2452,2459,84577,32405,9971,16942,10053,63331,10081,2648,74220,163414,52603,2743,2745,32817,42178,74596,100934,33031,10556,3130,85732,64336,3298,64543,33260,33336,3469,64825,11217,17937,24271,78452,5473,57904,90107,6146,36139,80043,36973,14743,69377,7457,14956,7464,7476,14967,47926,3377,97875,9582,64648,3533,86422,23354,23601,44524,169876,11951,786,23959,45300,18669,34818,78292,12652,5124,58790,12135,5275,35404,13034,5481,13099,167841,5650,84289,126034,46895,35640,35641,126052,126053,46949,13350,5816,2295,29563,68762,90132,19679,58104,126313,36329,47283,36332,36333,128736,6467,36355,13990,13995,6472,6589,14112,14220,14223,90411,36559,36661,6808,136375,36729,6868,36743,14423,6905,14735,7222; 0
183;815429;4926;30087,30261,59236,48347,15250,20754,287,7741,37563,173853,180327,15277,363,59438,378,37698,7834,7917,7923,48686,92548,30592,8091,59863,30642,8125,15574,30709,49145,8213,837,31005,82312,82392,1193,94841,1237,1285,82807,39659,31395,1405,82823,1406,8846,72139,16191,26815,138081,31420,1464,26833,26865,127153,21738,8970,8985,83057,31502,39893,112718,72286,31511,61607,96266,1595,1596,9208,1736,9271,31756,127269,9372,2041,2053,32000,40949,84335,32238,115230,2279,2373,84477,63109,9950,163386,2597,134780,2756,32706,2788,22699,2973,100693,17353,74955,3156,10569,125167,3162,42586,85723,132494,33093,10682,3282,33207,85977,75342,17591,53939,33484,65008,10988,11119,76077,17890,54421,76082,11338,86992,54759,33890,34026,11672,34218,11810,4335,12244,56375,5348,123739,79549,14834,31004,52205,86318,65023,3634,65176,11114,135134,23286,65223,3757,33771,3967,44203,11491,120665,11695,87815,165758,11818,3440,156842,18568,77768,132974,12159,156931,34771,4759,34824,12303,78270,128197,4926,46254,287044,46539,13044,127169,89863,158485,89888,5659,5805,57746,19368,35810,35891,68628,3719,6071,13621,6118,6117,79567,13661,25075,19596,6188,68769,6207,13713,68882,14016,20005,36686; 0
184;187;33886;62979,2360,33886,34192,55804,57162,13021,35655,47069,171278,6249,47310,36669,14327,14445,36809,14444,58464,377283,375315; 0
185;188;72562;437590,72561,72562,3124,3726,34157,34161,56433,57162,35363,12946,6005,57835,14445,36809,14444,58464,14891,376077,375966; 0
186;189;68815;34692,12736,13042,13043,13329,13620,36083,36094,13748,36196,6302,68815,47189,36271,36389,19831,47311,14283,36607,6762; 0
186;46039;379043;9103,83447,9894,77661,171148,131015,181533,6249,128749,6754,47488,14355,14640,14648,7122,131499,7239,375334,379860,379043; 0
187;190;7010;13064,35473,69238,14519,36881,14518,7005,79956,7016,14520,14526,36885,7010,47586,36955,90621,14613,7088,25645,7096; 0
187;46114;36885;35473,69238,14519,36881,14518,7005,79956,7016,14520,14526,36885,14515,90565,47586,36955,90621,14613,25645,14620,7096; 0
187;46476;90621;89803,13064,14519,36881,14518,7005,79956,7017,7016,14526,36885,36884,7010,90565,47586,36955,90621,14613,25645,7096; 0
187;365815;13064;66541,67926,5140,157897,157896,150430,150435,5317,19043,35318,29220,46779,89812,13064,35472,24664,35657,13381,131125,207814; 0
188;191;162305;93152,38395,232143,41258,16826,2458,154481,99525,119688,67453,67466,78568,89412,29042,57201,162305,355412,168025,136298,126422; 0
188;46120;126422;93152,38395,232143,41258,16826,2458,154481,99525,119688,67453,67466,78568,89412,29042,57201,162305,355412,168025,136298,126422; 0
188;46165;57201;93152,38395,232143,41258,16826,2458,154481,99525,119688,67453,67466,78568,89412,29042,57201,162305,355412,168025,136298,126422; 0
188;46190;16826;93152,38395,232143,41258,16826,2458,154481,99525,119688,67453,67466,78568,89412,29042,57201,162305,355412,168025,136298,126422; 0
188;46211;2458;93152,232143,41258,16826,2458,154481,99525,119688,67453,67466,78568,89412,29042,57201,162305,29086,168025,136298,126422,166280; 0
188;46274;93152;93152,38395,232143,41258,16826,2458,154481,99525,119688,67453,67466,78568,89412,29042,57201,162305,355412,168025,136298,126422; 0
192;195;7398;57465,79064,6080,35997,6078,79526,36082,36083,13663,13889,13931,90248,36358,47296,14001,6848,69167,47708,14895,7398; 0
193;196;59;37137,80417,20577,59,173748,173751,15082,80424,58858,15107,2856; 0
194;197;51250;51250,4991,5045,57162,12946,35980,36031,14441,79911,6943,14445,36809,14444,14439,58464,14894,25911,176017,176018,380237; 0
194;410072;3726;9074,9103,72561,72562,83447,1802,2034,2820,32834,33363,10990,54344,43616,3726,4099,34157,18208,4565,12086,34641,56433,45730,4991,12528,67698,35010,5045,89212,57162,5152,5153,12736,5232,46632,57465,79064,35260,19005,79081,12953,35368,13021,5485,13042,13043,57608,79243,5582,5598,5643,35598,5683,24764,79341,5723,13256,5828,13326,13329,35776,57748,5827,5891,47002,47004,19479,13520,6005,47041,57835,126172,6032,13557,47070,47069,35981,79520,35980,6080,35997,47088,6078,79526,13620,36031,6135,6158,6159,36082,36083,13663,36094,13748,6248,36146,36155,57991,6307,13805,13804,13806,36202,90188,13851,13889,79659,36266,6372,79662,58054,36271,36272,13930,13931,90248,68916,6460,36358,47296,14001,36363,19831,90311,79718,68955,36411,36412,36410,14060,25312,14082,6723,14124,36586,14123,58240,14228,14218,79809,36550,6762,36613,36706,6848,79894,69167,14441,79911,6943,14445,36809,14444,14446,36810,7100,14648,7122,58464,47709,131505,14721,47708,7208,14758,69383,58542,80173,7300,14889,14890,14891,126673,14894,58636,58637,14896,14895,7386,7398,14913,25833,14934,58677,80257,20432,131616,25875,25911,176017,176018,378390,376396,375066,375966,377537,375334,379860; 0
195;198;67926;8742,26954,9600,27312,84626,45071,12621,46209,67926,57539,5368,12923,35458,5504,46779,13064,435263,131125,128733,69276; 0
195;3618;435263;8742,26954,9600,27312,84626,45071,12621,46209,67926,57539,5368,12923,35458,5504,46779,13064,435263,131125,128733,69276; 0
196;199;6913;607,698,8172,30792,8257,21977,51257,9654,2227,9879,74134,32926,10674,53914,12352,78214,79108,13230,5704,6913; 0
196;10252;30792;607,698,8172,30792,8257,21977,51257,9654,2227,9879,74134,32926,10674,53914,12352,78214,79108,13230,5704,6913; 0
196;10381;6913;607,698,8172,30792,8257,21977,51257,9654,2227,9879,74134,32926,10674,53914,12352,78214,79108,13230,5704,6913; 0
196;353951;10674;69648,71,15130,37375,80630,30254,80775,30311,342,7837,81099,81116,59618,202059,30488,194867,30571,26286,607,30645,30718,49125,698,8172,60054,159430,30792,8252,784,81999,166689,49743,15915,1132,26612,39166,31202,238084,71774,31240,31250,31293,134333,31331,31332,111902,8766,112071,8882,95791,8908,16277,176365,1648,40120,26946,163181,9235,40321,62046,31784,113730,21977,9300,40435,40467,40507,51257,16495,62220,146235,114054,51573,114533,124844,9634,32118,114804,114807,9654,9722,2227,16762,16819,9879,27362,41423,32388,27428,2501,99325,41579,84748,52393,74131,22545,52481,32627,99906,74483,85230,22742,10354,32845,32926,27735,3077,33043,3138,247249,22988,10674,24118,28978,25920,90900,26942,132552,53914,33538,33576,3731,33749,33877,103880,103883,54997,44193,55108,34077,34156,247443,176936,34261,77099,202878,277654,4258,18311,105155,28502,55679,184710,28551,88212,149162,4615,45448,34720,4751,125708,12352,78214,56663,5005,5054,78606,78815,35162,48482,79108,5331,162909,125958,175422,128474,13230,5704,203186,19393,35802,24880,143985,13682,79582,36118,136140,13819,79656,6359,164359,126349,69092,69172,14427,6913,530177; 0
197;200;33655;7533,30067,58851,20577,80424,171740,83447,53123,33655,489123,482204,24194,5653,6033,6032,13559,36083,6221,6248,36266; 0
197;10428;489123;7533,30067,58851,20577,80424,171740,83447,53123,33655,489123,482204,24194,5653,6033,6032,13559,36083,6221,6248,36266; 0
197;10702;24194;7533,30067,58851,20577,80424,171740,83447,53123,33655,489123,482204,24194,5653,6033,6032,13559,36083,6221,6248,36266; 0
198;48407;1356;110,30680,81684,31013,1178,8644,39388,1356,31936,9992,3093,33157,11542,4198,35015,5560,76982,12217,5830,79577; 0
199;202;85571;59954,30700,8135,81533,38247,59965,1159,10152,22587,63798,42271,53224,85571,10584,3170,3171,234568,25510,376524,376000; 0
200;203;16486;712,8521,72199,16486,72973,114022,2062,40814,9924,2475,5924,37007,3395,135098,3585,43527,3750,387762,126351,395578; 0
200;48406;16486;712,8521,72199,16486,72973,114022,2062,40814,9924,2475,5924,37007,3395,135098,3585,43527,3750,387762,126351,395578; 0
201;204;61761;59312,38494,166670,15827,61761,41095,63424,10177,10662,3687,11385,43999,28519,12203,4745,68352,24737,197580,173600,7268; 0
203;480269;25833;9074,9103,72561,72562,83447,1802,2034,2820,32834,3126,33363,10990,54344,43616,3726,4099,34157,4565,12086,34641,56433,45730,4991,12528,67698,35010,56916,5045,89212,57162,78742,5152,5153,12736,5232,46632,57465,79064,35260,19005,12953,35368,13021,5485,13042,13043,57608,79243,5582,5598,5643,35598,5683,24764,79341,5723,13256,5828,13326,13329,35776,57748,5891,47002,47004,19479,13520,6005,57835,207774,6032,13557,47070,47069,35981,79520,35980,25007,6080,35997,47088,6078,79526,13620,36031,6135,57908,6158,6159,36082,36083,13663,36094,13748,6248,36146,36155,57991,6307,13805,13804,13806,36202,90188,13851,13889,36266,6372,79662,58054,36271,36272,13930,13931,90248,68916,6460,36358,47296,14001,36363,19831,68955,36411,36410,14060,25312,14082,6723,14124,36586,14123,14228,14218,6749,79809,36550,6762,36613,36706,6848,79894,69167,14441,79911,6943,14445,36809,14444,14446,36810,7100,14648,58464,47709,131505,47708,14758,69383,80173,7300,14889,14891,126673,14894,58636,58637,14896,14895,7386,7398,14913,136604,25833,14934,58677,80257,20432,131616,25875,25911,176017,176018,382697,387788,378390,376396,375066,375966,380569,377537,375334,379043,388834; 0
204;207;81175;81175,38015,129279,154578,42916,33248,125290,43999,13516,57909,57908,57989,6316,47196,19869,14894,58636,58637,25833,376397; 0
205;208;375650;70261,30792,83289,52428,118902,55027,199993,133133,13189,130953,5858,390823,375650,379018,380240,377297,376739,376650,375561,377548; 0
205;49669;379018;70261,30792,83289,52428,118902,55027,199993,133133,13189,130953,5858,390823,375650,379018,380240,377297,376739,376650,375561,377548; 0
206;209;14851;49565,8481,49806,8521,21403,83092,40126,62241,31992,32005,3349,10746,10747,33549,6279,246593,224980,126351,14851,25863; 0
209;49663;10296;7499,20518,37057,47944,30031,7649,38035,39102,51125,2818,10296,42419,106622,36993,3407,28201,28794,68931,376075,376989; 0
209;49811;28201;7499,20518,37057,47944,30031,7649,38035,39102,51125,2818,10296,42419,106622,36993,3407,28201,28794,68931,376075,376989; 0
209;49876;38035;7499,20518,37057,47944,30031,7649,38035,39102,51125,2818,10296,42419,106622,36993,3407,28201,28794,68931,376075,376989; 0
210;213;106591;30166,59081,982,9055,42591,76125,45575,12263,12264,277854,45579,46586,133416,143740,13528,47080,14406,375508,429561; 0
211;214;32082;70562,783,81793,38548,71299,60612,9027,32082,51778,2673,85485,85511,42626,33152,4172,87980,87983,58667,79331,180177; 0
212;215;379023;12948,379322,181750,14614,36956,7095,20313,161039,47792,90774,377271,20475,381687,379023,376973,380079,379857,377312,377089,375898; 0
213;216;377923;2582,17493,11291,11411,55833,89764,12970,35767,409296,68782,171624,377271,129045,90773,380081,379024,378412,376868,377923,375780; 0
214;217;10237;30594,30597,63463,10237,11103,24328,5626,68476,35655,6074,13674,131201,36359,47310,6498,69045,6729,6736,6822,25647; 0
214;351;47310;30594,30597,63463,10237,11103,24328,5626,68476,35655,6074,13674,131201,36359,47310,6498,69045,6729,6736,6822,25647; 0
214;49797;10237;30594,30597,63463,10237,11103,24328,5626,68476,35655,6074,13674,131201,36359,47310,6498,69045,6729,6736,6822,25647; 0
215;218;14441;30050,91784,265,9103,161528,4339,35061,11786,34614,34641,5598,35805,211785,13931,6683,14124,14441,7100,126673,7386; 0
215;49186;14124;30050,91784,265,9103,161528,4339,35061,11786,34614,34641,5598,35805,211785,13931,6683,14124,14441,7100,126673,7386; 0
215;49444;7100;91784,265,9103,161528,4339,35061,11786,34614,34641,34692,5598,35805,211785,13931,6683,14124,14441,7100,126673,7386; 0
216;219;84577;58916,15322,521,81645,30863,1189,9437,84577,9971,10162,32817,6146,9582,11855,58790,12135,13099,36661,7268,380491; 0
216;48978;63620;8848,9240,31740,2277,84488,63043,10041,63620,41935,2877,33826,33292,33717,11556,45852,133266,35423,13044,6442,14892; 0
216;49647;84577;58916,15322,521,81645,30863,1189,9437,84577,9971,10162,32817,6146,9582,11855,58790,12135,13099,36661,7268,380491; 0
216;57113;41935;30058,30152,30203,457,70465,704,8179,21136,725,21137,1055,60662,60663,31079,82270,39076,8671,8774,95388,72327,40046,50904,9145,9148,9194,31734,83484,31880,62240,83762,31901,9413,9446,1980,9480,31963,83971,16630,9571,27198,32078,9615,62624,40982,32138,62685,73413,9673,16721,9710,51817,73489,9779,41223,9820,73909,63332,10095,99599,10130,10162,17132,187928,63620,32675,74351,41935,85046,2755,116657,63721,2863,32769,2866,32771,32773,2877,10432,74840,3065,53316,85982,33525,33572,11121,11123,103161,3904,103581,11523,44700,77232,11823,34644,18777,13629,13831,6327,25637,14664,47798,36989,64594,33292,118421,3378,64645,33294,30618,70632,60019,8732,11077,81626,33934,34215,34216,34217,34219,34380,11855,4366,34382,156699,163927,12076,18661,130647,78325,78907,5285,35296,35297,5289,185457,35317,5323,35332,5446,143038,5491,35440,13123,35535,5653,57654,35644,79328,151099,2115,7664,79366,89974,89949,46958,57742,5817,79383,79368,79370,19387,126109,131008,6028,6055,19588,36091,13728,392534,13746,36142,181610,19635,13760,6445,13960,19813,375404,36470,29769,20063,90492,131455,164602,7268,90732,14892,90827,80240,378253,376419,378036,375547,382117,377736; 0
217;220;98333;187043,9266,170172,163238,114646,98333,228728,298270,202575,130525,130587,427562,35744,392577; 0
217;10235;72130;58837,707,72130,83254,96561,50998,21898,72597,1806,9338,51370,40986,170267,27312,84417,32902,22900,10620,34206,194221; 0
217;10277;170172;187043,9266,170172,163238,114646,98333,228728,298270,202575,130525,130587,427562,35744,392577; 0
217;280215;66031;7544,7545,80433,69683,37448,17375,53248,117655,85590,118158,11016,11017,14973,66031,34066,12145,88849,5071; 0
217;405908;76811;31701,113381,146018,1713,21902,72613,61983,31739,51083,61987,218789,27023,161488,51370,73028,31926,22073,166952,9608,247093,9664,51725,62674,98138,9665,195232,32196,51858,2231,9741,115048,2233,32200,16763,9743,62793,9748,115338,206950,2354,2355,115388,174450,250012,22647,17153,116772,32835,10381,132428,42275,134894,170401,27688,192353,393936,170402,85457,147348,161801,222336,174613,3021,254361,27748,3168,64272,3189,155084,117892,101283,53396,75058,127642,33083,3191,53407,127646,172594,446907,139903,17512,33224,21901,212866,10761,118623,51861,64859,132581,11043,3643,140326,11104,3651,86578,3704,23446,43889,43890,11331,33823,11332,65600,103361,213048,34061,76811,130360,18172,11631,76844,4141,34131,28369,28370,34132,130374,156295,55265,55266,55571,163846,105189,23847,4391,88151,4482,12005,18538,66941,56104,73532,56273,12190,229527,4835,88846,157198,35057,150065,12714,24476,18954,5443,185628,423067,247675,128425,29236,29237,29238,375718,158286,248694,150817,231578,381284,189997,529015,436351,506396,468166,194265,13122,175435,247690,9252,387107,211708,408372,185627,158895,158896,35816,233894,35814,248730,133436,14195,136286,36532,6672,133675,133677,90400,6671,14196,235038,235032,386745,36758,29873,386523,20074,29872,14452,136407,36860,20133; 0
219;222;8158;58966,81360,8158,685,1839,2103,32665,28821,12319,34968,14952,4950,28593,45949,34972,5951; 0
219;10181;12319;58966,81360,8158,685,1839,2103,32665,28821,12319,34968,14952,4950,28593,45949,34972,5951; 0
220;223;11177;30340,10212,33529,11032,33534,23231,65072,54168,33541,86512,86513,11177,17883,65323,33820,87108,23559,18692,412911,6790; 0
222;225;13954;82798,27312,2288,84626,46209,12646,67926,5140,35458,5504,46779,35472,35724,131212,13954,128733,164383,6544,69276,36938; 0
224;227;36272;182493,26696,83866,129760,2820,85480,4976,6277,11481,11740,88220,35948,13851,13850,13849,36272,79710,47296,14082,36706; 0
224;10391;13607;30266,862,30913,8737,1407,83646,31887,9617,32311,41377,2637,2927,33206,3717,87643,5946,3655,104826,13607,13684; 0
224;219770;198791;59140,48670,938,2031,27343,32528,10083,52608,41860,84949,2827,74802,53134,85532,3261,3295,42838,101591,75334,17553,33408,43215,54051,54227,23688,105210,12717,57321,89526,12718,68118,35167,35168,185440,169295,5297,157848,35338,142882,189843,79139,29178,135800,157947,12907,401511,157959,185494,227714,201665,150490,142892,157956,251913,19076,197420,35431,35434,35435,198791,68374,35437,68415,162387,232813,5578,35511,5609,13334,5833,35764,46966,46940,46965,13333,234131,178757,36342,6461,36446,14092,47347,36445,14091,247825,166321,233997,36648,90475,69119,171477; 0
227;230;35981;56433,4991,67698,5045,89212,57162,78742,35135,35363,12946,5484,135981,35981,35980,36031,6135,421094,79911,36809,14444; 0
228;231;36738;266610,352845,725,2034,98665,22517,85480,33525,55379,149977,35135,125961,5583,57654,13356,79831,200414,36738,80022,69350; 0
229;20815;5825;253112,30430,8441,9007,72697,9256,16511,2023,62963,27524,33290,5825,68590,125299,149189,4893,203279,29624,58062,6473; 0
229;20866;68590;253112,30430,8441,9007,72697,9256,16511,2023,62963,27524,33290,5825,68590,125299,149189,4893,203279,29624,58062,6473; 0
230;233;23761;58998,8023,9338,40986,73382,98246,74448,32902,22900,107115,13643,3476,65006,179622,166617,23761,66539,12254,128533,6179; 0
230;20953;58998;58998,8023,9338,40986,73382,98246,74448,32902,22900,107115,13643,3476,65006,179622,166617,23761,66539,12254,128533,6179; 0
231;234;52423;51760,52423,32644,161815,5351,198848,190305,89989,24899,20029; 0
232;235;13189;74933,27771,64599,75611,23659,55241,23661,4144,34167,34290,130558,12208,157275,18824,133133,35534,13189,162407,26728; 0
232;20625;13189;74933,27771,64599,75611,23659,55241,23661,4144,34167,34290,130558,12208,157275,18824,133133,35534,13189,162407,26728; 0
232;20672;64599;74933,27771,64599,75611,23659,55241,23661,4144,34167,34290,130558,12208,157275,18824,133133,35534,13189,162407,26728; 0
232;20770;74933;74933,64599,33273,23659,55241,23661,4144,34167,34290,12208,157275,18824,133133,13189,162407; 0
